LON,LAT,EDO,ESTACION,CLAVE,46023.0
-97.545,21.068333,VER,"Chalahuite, Ver.",CLHVC,7.2
-102.798056,22.347778,ZAC,"Palomas, Zac.",PALZC,7.1
-100.885833,20.216667,GTO,"Salvatierra, Gto.",SLVGJ,7.1
-102.2,18.8,MICH,"La Pastoría, Mich.",LPSMC,7.1
-101.693333,21.136389,GTO,"León, Gto.",LENGJ,7.0
-104.410833,29.565,CHIH,"Ojinaga, Chih.",OJNCH,7.0
-99,19.166667,DF,"Santa Ana, Cd. de Méx.",SANDF,7.0
-99.304444,19.695,MEX,"La Concepción, Méx.",CNPMX,7.0
-101.48,21.65,GTO,"Ocampo, Gto.",OCMGJ,7.0
-100.962778,20.487778,GTO,"Cortázar, Gto.",CRTGJ,7.0
-98.198611,19.022778,PUE,"Conagua, Pue.",CNAPB,7.0
-99.286389,19.3625,DF,"El Yaqui, Cd. de Méx.",EYQDF,7.0
-100.421111,19.387778,MICH,"El Bosque, Mich.",DBOMC,7.0
-102.296667,22.362778,AGS,"Cosío, Ags.",CSOAG,7.0
-99.021667,19.256111,DF,"Cerrillos, Cd. de Méx. SEGIAGUA*",CERRILLOS,7.0
-99.209444,19.308611,DF,"Planta Pichacho Ajusco Periférico, Cd. de Méx. SEGIAGUA*",PICACHOAJUSCO,7.0
-100.343333,25.634167,NL,"Arroyo Seco, N.L. SAHM*",AS-06,7.0
-98.044167,19.2975,TLAX,"La Malinche 1, Tlax. SMN*",MALINCHEI,6.8
-99.264444,19.359722,DF,"Santa Fe (Santa Lucía), Cd. de Méx.",TSLDF,6.8
-99.272222,19.373056,DF,"Tanque el Cartero, Cd. de Méx.",TECDF,6.8
-107.994167,27.858611,CHIH,"Maguarichi, Chih. SMN*",MAGCH,6.8
-103.35,21.645833,ZAC,"Miguel Alemán, Zac.",EXCZC,6.6
-102.822778,21.005833,JAL,"La Cuña, Jal.",CUNJL,6.6
-92.590833,16.686111,CHIS,"El Aguaje, Chis. SGT*",ELAGUAJE,6.6
-103.9175,19.463611,JAL,"Sierra Manatlán 1, Jal. SMN*",SMANANTLANI,6.6
-103.3375,21.588889,ZAC,"José María Morelos, Zac.",VILZC,6.5
-103.201944,20.290556,JAL,"Chapala 1, Jal. SMN*",CHAJL,6.5
-96.666389,19.361667,VER,"La Cumbre, Ver.",CUMVC,6.5
-96.665,19.043333,VER,"Puente Cuatro Caminos, Ver. SGT*",PTE4CAMINOS,6.5
-98.370556,24.046667,TAMPS,"Abasolo, Tamps. SGT*",ABASOLO,6.5
-99.555833,24.2475,TAMPS,"Pedro José Méndez, Tamps.",PJMTP,6.4
-100.435556,20.604167,QRO,"Carrillo, Qro.",CARQT,6.3
-93.560278,16.692778,CHIS,"Las Flores, Chis. CFE*",LASFLORESCFE,6.3
-99.233611,16.758333,GRO,"Las Vigas, Gro. SMN*",LASVIGASGRO,6.2
-103.091944,20.397222,JAL,"Atequiza, Jal.",ATQJL,6.1
-107.879167,26.870833,CHIH,"San Ignacio, Chih.",IGNCH,6.0
-106.484722,28.802778,CHIH,"Majalca, Chih.",C08099,6.0
-105.129722,19.9975,JAL,"Cajón de Peña, Jal.",CPEJL,6.0
-98.2875,21.194444,VER,"Los Hules, Ver.",HLSVC,6.0
-98.421944,22.413611,TAMPS,"Tamesí, Tamps.",TMSTP,6.0
-101.178889,20.382778,GTO,"Valle de Santiago, Gto.",VDSGJ,6.0
-99.190278,19.509167,DF,"Planta de Tratamiento Rosario, Cd. de Méx.",PTRDF,6.0
-99.205,19.3,DF,"Desviación Alta, Cd. de Méx.",DATDF,6.0
-102.729444,20.395278,JAL,"Zula río, Jal.",ZULJL,6.0
-96.36,19.405833,VER,"El Naranjillo, Ver.",ENRVC,6.0
-106.085556,28.656944,CHIH,"Observatorio de Chihuahua, Chih.",QIJCH,6.0
-99.267222,19.5225,MEX,"Madín, Méx. SEGIAGUA*",PRESAMADINDF,6.0
-98.148056,20.033056,PUE,"Ahuazotepec, Pue.",AHUPB,5.8
-90.741111,18.604444,CAMP,"Escárcega, Camp.",ESCCA,5.8
-99.933333,17.603333,GRO,"Yextla, Gro.",YXTGR,5.8
-99.260833,19.526944,MEX,"Madín, Méx.",PMDMX,5.8
-98.563889,19.586111,TLAX,"Calpulalpan, Tlax.",CPPTL,5.8
-102.864167,22.120556,ZAC,"Ing. Julián Adame Alatorre, Zac.",TAYZC,5.7
-99.511667,19.205,MEX,"Gerencia Conagua CODAGEM, Méx.",CGCMX,5.7
-99.216667,19.566667,MEX,"Las Arboledas, Méx.",ARBMX,5.7
-102.4375,22.235,AGS,"Derivadora Pabellón, Ags.",PTRAG,5.6
-96.388889,18.1525,OAX,"Dique Pescaditos, Oax.",DPSOX,5.6
-96.658333,18.492778,OAX,"Cosolapa, Oax.",CSPOX,5.6
-103.88,23.471944,ZAC,"Chalchihuites, Zac.",TCHZC,5.5
-99.248611,19.316667,DF,"Tanque San Francisco, Cd. de Méx.",TSFDF,5.5
-100.730833,29.071944,COAH,"San Diego Jiménez, Coah. CILA*",SANDIEGOC,5.5
-99.19,19.3375,DF,"Conagua Oficinas Centrales, Cd. de Méx SGT*",CONAGUAOFC,5.5
-99.170556,19.286944,DF,"La Joya, Cd. de Méx. SEGIAGUA*",LAJOYACDMX,5.5
-87.372778,21.521389,QROO,"Isla Holbox, Q. Roo.",HLBQR,5.5
-106.119444,28.614722,CHIH,"El Rejón, Chih.",ERECH,5.4
-92.283333,15.75,CHIS,"Chicomuselo, Chis.",CHMCP,5.4
-96.356389,18.449167,VER,"Tierra Blanca AC, Ver.",TBPVC,5.4
-103.201667,20.290556,JAL,"Lago de Chapala, Jal.",LDCJL,5.4
-99.815,21.055833,QRO,"Peñamiller, Qro.",PMLQT,5.3
-100.683333,20.533333,GTO,"Apaseo el Grande, Gto.",AEGGJ,5.3
-100.413056,20.567222,QRO,"Gerencia Hidalgo, Qro.",GHQQT,5.3
-100.642778,23.656944,SLP,"Matehuala, S.L.P.",MATSL,5.3
-99.026944,19.187222,DF,"Milpa Alta, Cd. de Méx. SEGIAGUA*",MILPAALTADF,5.3
-99.235,19.308056,DF,"Foro Cultural Magdalena, Cd. de Méx. SEGIAGUA*",FCMAGDALENA,5.3
-103.3925,20.706667,JAL,"Observatorio de Guadalajara , Jal. SMN*",GUADALAJARAob,5.2
-99.215278,24.103333,TAMPS,"Barretal Uno, Tamps. SGT*",BARRETALI,5.2
-103.354444,20.680556,JAL,"Guadalajara Centro, Jal.",GUAJL,5.1
-97.8,25.8,TAMPS,"Pueblo Anáhuac, Tamps.",PANTP,5.1
-97.804167,25.906111,TAMPS,"Villa Cárdenas, Tamps.",VCATP,5.1
-97.236944,18.925278,VER,"Loma Grande, Ver. SMN*",LOMAGRANDE,5.1
-99.123889,19.904722,MEX,"Tajo de Tequixquiac, Méx",TTQMX,5.0
-100.501944,21.223611,GTO,"Mineral de Pozos, Gto. Protección Civil*",MINERALPOZOS,5.0
-100.412222,20.504167,QRO,"El Batán, Qro.",BATQT,5.0
-105.446944,28.210833,CHIH,"Ciudad Delicias, Chih.",CDLCH,5.0
-99.218611,20.2375,HGO,"Mixquiahuala, Hgo.",MXQHD,5.0
-108.7,25.7,SIN,"Adolfo Ruiz Cortines, Sin.",ARCSI,5.0
-99.122222,19.572222,DF,"Sierra Guadalupe, Cd. de Méx.",SGDDF,5.0
-98.870833,19.190278,MEX,"San Luis Ameca, Méx.",SLAMX,5.0
-97.6475,19.318056,TLAX,"El Carmen Tequexquitla, Tlax.",ECTTL,5.0
-104.8875,21.780833,NAY,"San Rafael, Nay.",RSRNR,5.0
-99.184722,19.580833,MEX,"Planta de bombeo Barrientos, Méx.",PBTMX,5.0
-98.153056,21.039722,VER,"Terrerillos, Ver.",TRRVC,5.0
-89.583611,20.983889,YUC,"Emiliano Zapata, Yuc.",EZAYC,5.0
-102.417222,22.141111,AGS,"Plutarco Elías Calles, Ags.",PECAG,5.0
-103.804167,19.2125,COL,"Coquimatlán, Col.",CQMCM,5.0
-102.583333,21.45,JAL,"Teocaltiche, Jal.",TCAJL,5.0
-100.608889,19.579722,MICH,"Agostitlán, Mich.",AGOMC,5.0
-105.133611,19.998611,JAL,"Río Tomatlán, Jal. SMN*",RIOTOMATLAN,5.0
-100.283056,20.389444,QRO,"Huimilpan, Qro. SMN*",HUIQT,5.0
-98.433889,19.287222,PUE,"San Martín Texmelucan, Pue.",SMTPB,5.0
-99.777778,23.981389,NL,"Zaragoza, N.L.",ZRGNL,5.0
-97.268333,19.545,VER,"Perote, Ver. SMN*",PEROTESMN,5.0
-99.184722,19.580833,MEX,"Planta de bombeo Barrientos, Méx. SEGIAGUA*",BARRIENTOS,5.0
-92.649167,16.725278,CHIS,"Puente Morelos, Chis. SGT*",PTEMORELOS,5.0
-103.309444,21.773611,ZAC,"Tlaltenango, Zac.",TLLZC,4.9
-89.4375,21.105556,YUC,"Mocochá, Yuc.",MOCYC,4.9
-101.715833,22.347222,ZAC,"Villa Hidalgo, Zac.",VHGZC,4.8
-98.39,24.065556,TAMPS,"Abasolo, Tamps.",ABSTP,4.8
-99.434444,24.2525,TAMPS,"Miguel Hidalgo, Tamps.",MHGTP,4.8
-99.9625,20.198611,QRO,"San Ildefonso, Qro.",IDFQT,4.8
-99.183333,19.486389,DF,"Campamento Mecoaya, Cd. de Méx.",CMYDF,4.8
-99.076389,19.336944,DF,"Planta de Tratamiento Cerro de La Estrella, Cd. de Méx.",PLEDF,4.8
-99.073056,19.288611,DF,"El Molino, Cd. de Méx. SEGIAGUA*",ELMOLINOCDMX,4.8
-98.871389,19.191389,MEX,"San Luis Ameca 2, Méx. SEGIAGUA*",SLAMECAII,4.8
-96.453611,17.1175,OAX,"San Antonio Cuajimoloyas, Oax.",SMAOX,4.6
-101.176111,19.688611,MICH,"Observatorio de Morelia, Mich.",MORMC,4.6
-100.383611,25.735833,NL,"Mitras, N.L. SAHM*",MI-02,4.6
-105.963611,28.773333,CHIH,"La Mesa, Chih.",C08270,4.5
-105.28,28.984444,CHIH,"El Granero, Chih.",LLNCH,4.5
-98.318056,19.068611,PUE,"Cholula, Pue.",CHLPB,4.5
-100.453333,20.535,QRO,"El Pueblito, Qro.",EPUQT,4.5
-97.388889,19.413889,VER,"Zalayeta, Ver.",ZALVC,4.5
-99.154722,23.046667,TAMPS,"Gómez Farías, Tamps. SGT*",GOMEZFARIAS,4.5
-89.299444,21.102222,YUC,"Motul, Yuc.",MTOYC,4.5
-101.917222,22.520278,ZAC,"Villa González Ortega, Zac.",VGOZC,4.4
-100.661111,26.844444,COAH,"Candela, Coah.",CDLCL,4.4
-96.5875,19.495,VER,"Actopan, Ver.",ACTVC,4.4
-97.769722,19.298889,TLAX,"Cuapiaxtla, Tlax.",CUATL,4.4
-103.25,22.133333,JAL,"Observatorio de Colotlán, Jal.",CLTJL,4.4
-92.603056,16.727222,CHIS,"San Cristóbal de las Casas, Chis. CFE*",SCCASASCFE,4.4
-100.5325,28.706667,COAH,"Observatorio de Piedras Negras, Coah.",PNGCL,4.3
-103.266667,25.766667,COAH,"Madero, Coah.",MADCL,4.3
-99.180556,19.346667,DF,"Universidad, Cd. de Méx.",CCUDF,4.3
-98.999444,19.357222,DF,"Cárcel de Mujeres, Cd. de Méx.",CDMDF,4.3
-99.181111,19.3475,DF,"Universidad, Cd. de Méx. SEGIAGUA*",UNIVERSIDADDF,4.3
-99.233611,19.364444,DF,"Presa Mixcoac, Cd. de Méx. SEGIAGUA*",PRESAMIXCOAC,4.3
-101.102778,18.538889,MICH,"Pinzanes, Mich. CFE*",PINZANESCFE,4.2
-99.743889,24.99,NL,"El Carmen, N.L. SGT*",ELCARMENNL,4.2
-100.929722,25.561111,COAH,"Ramos Arizpe Aeropuerto, Coah.",ARACL,4.1
-98.166667,19.05,PUE,"Observatorio de Puebla, Pue.",PUOPB,4.1
-99.399722,24.9375,NL,"José López Portillo, N.L.",CPRNL,4.0
-99.830556,21.651111,SLP,"Pedro Montoya, S.L.P.",PMYSL,4.0
-99.36,20.163889,HGO,"Endhó, Hgo.",ENDHD,4.0
-103.198611,22.171944,JAL,"Tenasco, Jal.",TENJL,4.0
-102.976111,20.681389,JAL,"Ing. Elías González Chávez, Jal.",EGCJL,4.0
-99.037778,19.38,DF,"Planta de bombeo U.H. Ejército de Oriente, Cd. de Méx.",PBODF,4.0
-98.705556,22.795833,TAMPS,"Magiscatzín Dos, Tamps.",MGSTP,4.0
-100.950278,29.327778,COAH,"Ciudad Acuña, Coah.",CDACL,4.0
-93.561111,16.695833,CHIS,"Las Flores, Chis.",LFLCP,4.0
-100.873611,19.829167,MICH,"Malpaís, Mich.",MLPMC,4.0
-92.633333,16.733333,CHIS,"Observatorio de San Cristóbal, Chis.",SCOCP,4.0
-97.814444,21.184444,VER,"El Moralillo, Ver.",PEMVC,4.0
-101.003056,18.418611,GRO,"La Calera, Gro.",LCLGR,4.0
-106.84,28.396667,CHIH,"Ciudad Cuauhtémoc, Chih. SMN*",CDCUAUHTEMOC,4.0
-98.940278,19.851389,HGO,"Manantial, Hgo.",PMTMX,4.0
-92.616667,16.741667,CHIS,"Puente Morelos, Chis.",SCRCP,3.9
-93.068056,16.716944,CHIS,"Tuxtla Gutiérrez Zoomat, Chis.",TXZCP,3.9
-99.220833,20.481944,HGO,"Ixmiquilpan, Hgo.",IXMHD,3.8
-101.992222,21.897778,AGS,"Los Conos, Ags.",CNSAG,3.8
-93.100556,16.941667,CHIS,"Manuel Moreno Torres, Chis.",CHICP,3.8
-99.239444,21.906944,SLP,"Gallinas, S.L.P.",GANSL,3.8
-93.125,16.975,CHIS,"Grijalva, Chis.",GRICP,3.8
-102.279167,22.147222,AGS,"Pabellón, Ags.",PBLAG,3.8
-99.220833,19.337778,DF,"Tanque el Lienzo, Cd. de Méx.",TELDF,3.8
-99.833333,25.174167,NL,"Montemorelos, N.L.",MTMNL,3.7
-99.055833,22.02,SLP,"Santa Rosa, S.L.P.",STRSL,3.7
-97.418056,19.45,PUE,"Alchichica, Pue.",ACHPB,3.6
-98.246944,19.324722,TLAX,"Observatorio de Tlaxcala, Tlax.",OBSTL,3.6
-92.239444,15.775,CHIS,"San Miguel, Chis.",SMICP,3.6
-99.32,22.523333,SLP,"Naranjos, S.L.P.",NRJSL,3.6
-103.45,21.066667,JAL,"Cuixtla, Jal.",CXTJL,3.6
-93.15,16.641944,CHIS,"Boquerón, Chis.",BOQCP,3.6
-93.466944,16.441389,CHIS,"Cristóbal Obregón, Chis. CFE*",COBREGONCFE,3.6
-99.348333,20.056944,HGO,"Tula Las Rosas, Hgo.",TLRHD,3.6
-99.154444,19.513056,DF,"Planta de Tratamiento Río Remedios, Cd. de Méx.",PRRDF,3.5
-96.412222,18.232222,OAX,"Presidente Alemán, Oax.",TEMOX,3.5
-98.176667,22.06,VER,"Pánuco, Ver.",PNCVC,3.5
-100.45,20.7,QRO,"Juriquilla, Qro.",JRQQT,3.5
-97.908056,19.200278,TLAX,"Zitlaltepec, Tlax.",ZITTL,3.5
-99.0425,19.616111,MEX,"Pozo Gran Canal, Méx. SEGIAGUA*",POZOGRANCANAL,3.5
-102.135,22.202778,AGS,"Puerto de la Concepción, Ags.",PTOAG,3.4
-96.554167,19.404167,VER,"Idolos, Ver.",IDOVC,3.4
-99.6975,24.783611,NL,"Crucitas, N.L.",CRUNL,3.4
-100.308333,25.576944,NL,"El Diente, N. L. SMN*",ELDIENTE,3.4
-99.170556,26.560278,TAMPS,"Internacional Falcón, Tamps.",FLCTP,3.3
-99.211667,19.510278,MEX,"Vaso de Cristo, Méx.",VDCDF,3.3
-99.151944,19.611667,MEX,"Nuevo túnel de Tequixquiac, Méx.",NTQMX,3.2
-99.283333,19.453611,MEX,"Presa Totolica, Méx.",PTLMX,3.2
-93.591111,16.152222,CHIS,"Sierra Morena, Chis. CFE*",SMORENACFE,3.2
-96.083333,18.166667,OAX,"Papaloapan, Oax.",PAPOX,3.1
-102.290556,21.850833,AGS,"Observatorio de Aguascalientes, Ags.",OBSAG,3.1
-97.815833,19.621667,PUE,"Ixtacamaxtitlán, Pue.",IXTPB,3.1
-102.309722,21.895,AGS,"Aguascalientes, Ags.",AGSAG,3.1
-101.019167,22.148056,SLP,"Observatorio de San Luis Potosí, S.L.P.",SLPSL,3.1
-99.578889,24.871944,NL,"Camacho, N.L.",CAMNL,3.1
-102.231944,20.491111,JAL,"Ing. Guillermo Lugo Sanabria, Jal.",POLJL,3.0
-99.479722,21.230278,QRO,"Jalpan, Qro.",JLPQT,3.0
-99.252222,19.635556,MEX,"Guadalupe, Méx.",GDLMX,3.0
-99.151944,19.300556,DF,"Estadio Azteca, Cd. de Méx.",EAZDF,3.0
-99.096389,19.316389,DF,"Organismo de Cuenca Aguas del Valle de Mécico Sur, Cd. de Méx.",OCSDF,3.0
-89.681111,20.649444,YUC,"Abalá, Yuc.",ABAYC,3.0
-102.464722,20.208333,MICH,"San Cristóbal, Mich.",SCRMC,3.0
-101.3,20.6,GTO,"Temascatío, Gto.",TEMGJ,3.0
-100.229167,20.000278,MICH,"Tepuxtepec, Mich.",TEPMC,3.0
-98.857222,21.246667,SLP,"Tierra Blanca, S.L.P.",TBLSL,3.0
-97.231944,18.922778,VER,"Loma Grande, Ver.",LGRVC,3.0
-100.556944,28.667778,COAH,"Río Escondido Villa de Fuentes, Coah. CILA*",RIOESCONDIDOC,3.0
-102.903611,21.711111,ZAC,"Los Moraleños, Zac.",PMOZC,3.0
-98.829167,18.947222,MOR,"Achichipico, Mor.",ACHMR,3.0
-98.955278,18.850556,MOR,"Casasano, Mor.",CASMR,3.0
-99.159444,22.12,SLP,"Micos, S.L.P.",MICSL,2.9
-100.0925,21.298889,GTO,"Xichú, Gto.",XICGJ,2.9
-102.283056,20.3375,MICH,"Yurécuaro, Mich.",YURMC,2.9
-99.195833,26.023611,NL,"Los Aldamas, N.L.",ALDNL,2.9
-100.5825,20.553889,GTO,"Ameche, Gto.",AMCGJ,2.8
-92.828611,16.787778,CHIS,"El Burrero, Chis. SGT*",ELBURRERO,2.8
-99.909444,16.821944,GRO,"Acapulco, Gro. SEMAR*",ACAPULCOmar,2.8
-99.196389,19.403611,DF,"Observatorio de Tacubaya, Cd. de Méx. SMN*",TACUBAYAob,2.8
-99.2125,19.361944,DF,"Tarango, Cd. de Méx.",TRGDF,2.8
-99.293611,19.4575,MEX,"Presa Totolica, Méx. SEGIAGUA*",PRESATOTOLICA,2.8
-99.5,17.545278,GRO,"Chilpancingo, Gro.",CHIGR,2.7
-99.906667,16.849722,GRO,"Acapulco, Gro.",ACAGR,2.6
-99.995,21.931389,SLP,"Observatorio de Río Verde, S.L.P.",RVDSL,2.6
-98.243056,19.219444,TLAX,"Zacatelco, Tlax.",ZACTL,2.6
-99.831389,21.320833,GTO,"Sierra Gorda 2, Gto. SMN*",SGORDAII,2.6
-98.466111,19.728611,HGO,"ITESA Apan, Hgo. SMN*",ITESAAPAN,2.6
-99.631111,17.178611,GRO,"Agua Salada, Gro. CFE*",AGUASALADACFE,2.6
-102.896111,21.997222,ZAC,"El Chique, Zac.",CHIZC,2.5
-97.522778,25.833333,TAMPS,"Matamoros, Tamps.",MATTP,2.5
-99.148611,26.430556,TAMPS,"Mier, Tamps.",CMRTP,2.5
-98.108611,18.9125,PUE,"Manuel Avila Camacho, Pue.",BDDPB,2.5
-99.019167,24.208056,TAMPS,"Pilón, Tamps.",PILTP,2.5
-97.817778,25.966389,TAMPS,"Control, Tamps.",CONTP,2.5
-97.8,25.7,TAMPS,"Valle Hermoso, Tamps.",VHMTP,2.5
-99.123056,24.080556,TAMPS,"El Barretal Uno, Tamps.",BR1TP,2.5
-99.146111,21.8225,SLP,"Tanchachín, S.L.P.",TNCSL,2.5
-96.797778,19.674444,VER,"Tepetlán, Ver.",TEPVC,2.5
-100.021667,21.936111,SLP,"Ciudad Fernández, S.L.P. SMN*",CDFERNANDEZ,2.4
-102.371667,21.78,AGS,"El Niágara, Ags.",NGRAG,2.3
-100.953889,29.034167,COAH,"San Miguel, Coah.",SMGCL,2.3
-99.276944,25.711667,NL,"Cuchillo Solidaridad, N.L.",CCHNL,2.3
-99.334167,19.382222,MEX,"El Venado, Méx.",VNDMX,2.3
-99.191944,19.416389,DF,"Molino del Rey, Cd. de Méx SMN*",MDELREY,2.3
-98.903611,24.043889,TAMPS,"Padilla, Tamps.",PADTP,2.1
-102.133333,18.848611,MICH,"Los Panches, Mich.",LPNMC,2.1
-101.985556,22.264722,ZAC,"Loreto, Zac.",LORZC,2.1
-101.2,18.8,MICH,"Los Pinzanes, Mich.",LPZMC,2.1
-102.221944,18.883333,MICH,"Panches, Mich. CFE*",PANCHESCFE,2.1
-99.527222,25.497222,NL,"Las Enramadas, N.L.",LERNL,2.1
-86.807222,21.185556,QROO,"Puerto Juárez, Q. Roo. SEMAR*",PTOJUAREZmar,2.0
-100.669722,20.055278,GTO,"Solís, Gto.",SLSGJ,2.0
-99.220833,19.477778,MEX,"Molino Blanco, Méx.",MBLMX,2.0
-99.551944,24.567778,TAMPS,"Magueyes, Tamps.",MAGTP,2.0
-99.241667,19.054167,MOR,"Tres Marías, Mor.",TMAMR,2.0
-92.666667,15.916667,CHIS,"Reforma, Chis.",REFCP,2.0
-99.701111,17.672222,GRO,"Chichihualco, Gro.",CCHGR,2.0
-101.122778,27.846667,COAH,"Sabinas, Coah.",SBNCL,2.0
-99.911667,24.321944,NL,"La Ascensión, N.L.",ASCNL,2.0
-100.837222,28.344444,COAH,"Allende, Coah.",ADLCL,2.0
-99.010278,19.636944,MEX,"Planta Chiconautla 1, Méx.",PCTMX,2.0
-99.066667,19.377778,DF,"El Moral SACM, Cd. de Méx.",EMRDF,2.0
-105.280833,28.95,CHIH,"Presa el Granero, Chih. SGT*",PGRANERO,2.0
-99.488611,24.303889,TAMPS,"Villagrán, Tamps. SMN*",VILLAGRAN,2.0
-103.733333,19.233333,COL,"Observatorio de Colima, Col. SMN*",COLIMAob,2.0
-98.233333,19.316667,TLAX,"Observatorio de Tlaxcala, Tlax. SMN*",TLAXCALAob,2.0
-101.107778,21.324167,GTO,"La Quemada, Gto.",LQMGJ,2.0
-99.041667,19.593889,MEX,"Chiconautla 1, Méx. SEGIAGUA*",CHICONAUTLAI,2.0
-99.066667,19.377778,DF,"Lumbrera Cuatro Ríos (El Moral), Cd. de Méx.",LU4DF,2.0
-104.802222,21.839167,NAY,"Aguamilpa Solidaridad, Nay.",AGMNR,1.9
-98.773333,22.003611,SLP,"Observatorio de Tamuín, S.L.P.",TMISL,1.9
-96.901111,19.534722,VER,"Xalapa Dos de Abril, Ver.",XDAVC,1.9
-92.1,16.2,CHIS,"Observatorio de Comitán, Chis.",COOCP,1.8
-96.483333,15.666667,OAX,"Observatorio de Puerto Angel, Oax.",PTAOX,1.8
-102.371111,19.083056,MICH,"Apatzingán, Mich.",APTMC,1.8
-99.228611,19.436389,DF,"Tanque San Joaquín, Cd. de Méx.",TSJDF,1.8
-99.211667,19.399167,DF,"Triángulo, Cd. de Méx.",TNGDF,1.8
-99.025,19.65,MEX,"Planta Chiconautla 2, Méx.",PCCMX,1.8
-99.108333,19.515556,MEX,"Chiconautla 2, Méx. SEGIAGUA*",CHICONAUTLAII,1.8
-99.162778,19.378333,DF,"Del Valle, Cd. de Méx. SEGIAGUA*",DELVALLE,1.8
-99.197222,19.388611,DF,"Caja 6 IP San Antonio y Periferico, Cd. de Méx. SEGIAGUA*",CAJA6IPSAYP,1.8
-99.215,24.1025,TAMPS,"El Barretal, Tamps.",BRRTP,1.6
-100.878333,21.105,GTO,"Peñuelitas, Gto.",PNLGJ,1.6
-103.459167,21.811389,ZAC,"Atolinga, Zac.",ATGZC,1.6
-103.651111,20.466944,JAL,"Hurtado, Jal.",HRTJL,1.5
-98.901389,18.900556,MOR,"Oaxtepec, Mor.",OAXMR,1.5
-98.231111,19.010556,PUE,"Mayorazgo 21 Poniente, Pue.",MAYPB,1.5
-102.766667,20.298056,JAL,"El Fuerte, Jal.",FTEJL,1.5
-98.858611,19.644722,MEX,"San Lucas, Méx.",SNLMX,1.4
-99.5,17.6,GRO,"Observatorio de Zumpango, Gro.",ODZGR,1.4
-99.166667,23.716667,TAMPS,"Observatorio de Ciudad Victoria, Tamps.",CVCTP,1.4
-99.078611,23.384444,TAMPS,"La Encantada, Tamps.",ENNTP,1.4
-98.159167,24.841944,TAMPS,"San Fernando, Tamps.",FDOTP,1.3
-98.935833,23.939167,TAMPS,"Corona, Tamps.",CORTP,1.3
-92.135556,16.224444,CHIS,"Cred Comitan, Chis. PC*",CREDCOMITAN,1.3
-99.799722,16.8,GRO,"Observatorio de Acapulco, Gro.",ODAGR,1.3
-99.177222,19.328889,DF,"Pozo Ciudad Universitaria, Cd. de Méx. SEGIAGUA*",POZOCU,1.3
-99.234722,19.475833,MEX,"P.B. Río Hondo, Méx. SEGIAGUA*",PBRIOHONDO,1.3
-97.934167,19.0625,PUE,"Acajete, Pue.",ACJPB,1.2
-99.268056,19.524444,MEX,"Presa Madín, Méx. SMN*",PREMX,1.2
-99.591667,17.938889,GRO,"Puente Mezcal, Gro. CFE*",PUENTEMEZCALCFE,1.2
-100.240833,19.176111,MEX,"Ixtapantongo, Méx. CFE*",IXTAPANTONGOCFE,1.2
-108.480833,25.806667,SIN,"Estación Naranjo, Sin.",ENASI,1.2
-98.7875,23.085556,TAMPS,"San Gabriel, Tamps.",SGBTP,1.1
-100.372222,27.429167,NL,"Salinillas, N.L.",PSANL,1.0
-100.616111,27.515,COAH,"Venustiano Carranza, Coah.",VCRCL,1.0
-99.329444,20.359722,HGO,"Javier Rojo Gómez, Hgo.",PRGHD,1.0
-99.375833,20.435556,HGO,"Vicente Aguirre, Hgo.",PVAHD,1.0
-100.95,29.213611,COAH,"El Centenario, Coah.",CNTCL,1.0
-102.436944,21.599444,JAL,"Ajojucar, Jal.",AJJJL,1.0
-99.516944,17.576389,GRO,"Observatorio de Chilpancingo Aeropuerto, Gro.",AERGR,1.0
-99.2,19.413056,DF,"Planta Chapultepec, Cd. de Méx.",PCHDF,1.0
-99.17,19.4,DF,"Radio Comunicación, Cd. de Méx.",RCMDF,1.0
-99.016667,21.983333,SLP,"Ciudad Valles, S.L.P.",CDVSL,1.0
-98.466389,18.610833,PUE,"Izúcar de Matamoros, Pue.",IZMPB,1.0
-99.45,17.483333,GRO,"Petaquillas, Gro.",PETGR,1.0
-99.196111,19.406389,DF,"Observatorio de Tacubaya, Cd. de Méx.",CTMDF,1.0
-102.7825,20.341389,JAL,"Cuitzeo, Jal.",CUIJL,1.0
-92.666667,15.316667,CHIS,"Escuintla, Chis.",ESCCP,1.0
-92.725,15.866667,CHIS,"Jaltenango, Chis.",JAPCP,1.0
-101.216667,21.483333,GTO,"San Felipe, Gto.",SFEGJ,1.0
-89.8925,18.365,CAMP,"Calakmul, Camp. SMN*",CALAKMUL,1.0
-92.476111,15.346667,CHIS,"Finca la Paz, Chis.",FPZCP,1.0
-99.456111,18.756111,MOR,"Cocoyotla, Mor.",COCMR,1.0
-93.1,16.761944,CHIS,"Tuxtla Oriente, Chis.",TUXCP,0.9
-96.583333,19.495278,VER,"Actopan, Ver. SGT*",ACTOPANVER,0.9
-98.22,19.113056,PUE,"San Cristóbal Caleras, Pue.",SCRPB,0.8
-99.143056,19.331944,DF,"Planta de bombeo Xotepingo, Cd. de Méx.",PXTDF,0.8
-99.170556,19.435556,DF,"Planta de bombeo Tizoc, Cd. de Méx.",PBTDF,0.8
-98.189444,26.016389,TAMPS,"CRAE Reynosa, Tamps. SGT*",CRAEREYNOSA,0.8
-99.605278,18.554444,GRO,"Taxco, Gro.",TAXGR,0.7
-103.705556,20.908889,JAL,"Manuel M. Diéguez, Jal.",SRSJL,0.6
